time,Bus1_A,Bus1_B,Bus1_C,Bus2_A,Bus2_B,Bus2_C,Bus3_A,Bus3_B,Bus3_C,Bus5_A,Bus5_B,Bus5_C,Bus6_A,Bus6_B,Bus6_C,Bus8_A,Bus8_B,Bus8_C,Bus9_A,Bus9_B,Bus9_C
0,-23.96033,-46.03088,69.99121,-23.71982,-45.21712,68.93694,-25.94525,-43.64657,69.59183,-28.58182,-35.10596,63.68778,-32.23064,-27.72269,59.95334,-42.053,-113.487,155.54,-40.23808,-13.32155,53.55962
0.0001001001,0.6318849,-91.08906,90.45718,-2.722755,-83.84758,86.57034,-13.97315,-64.99224,78.96539,-20.72377,-49.76101,70.48478,-18.90711,-51.75571,70.66283,-37.25904,-108.2776,145.5367,-37.60927,-39.02187,76.63113
0.0002002002,0.1220555,-86.28891,86.16685,-1.874844,-82.16221,84.03706,-7.682225,-74.53282,82.21504,-15.78378,-58.41727,74.20105,-18.55676,-50.19776,68.75452,-32.59369,-102.6071,135.2008,-34.46749,-43.91208,78.37957
0.0003003003,0.49713,-83.21633,82.71921,-0.7170711,-80.85976,81.57683,-3.995794,-78.53608,82.53188,-12.13043,-63.74446,75.8749,-17.63304,-49.86976,67.50281,-28.0863,-96.52508,124.6114,-31.66996,-32.95693,64.62688
0.0004004004,1.47493,-81.28767,79.81274,0.7012084,-79.93567,79.23446,-1.465278,-79.99427,81.45955,-9.213971,-66.96103,76.175,-16.32205,-50.28498,66.60703,-23.77589,-91.07311,114.849,-29.03544,-48.21735,77.25278
0.0005005005,2.863632,-80.15514,77.2915,2.331201,-79.37901,77.04781,0.5938312,-80.35554,79.76171,-6.728487,-68.91911,75.6476,-14.7513,-51.1554,65.90669,-19.67717,-86.8872,106.5644,-26.26262,-51.9013,78.16393
0.0006006006,4.537761,-79.49069,74.95293,4.130993,-79.00877,74.87777,2.501009,-80.29298,77.79197,-4.478886,-70.12382,74.60271,-13.00344,-52.28637,65.28981,-15.79367,-83.65796,99.45163,-23.73299,-43.56493,67.29792
0.0007007007,6.413131,-79.14908,72.73595,6.064811,-78.81126,72.74644,4.399162,-80.10476,75.7056,-2.34405,-70.86704,73.21109,-11.13263,-53.54438,64.67701,-12.12236,-81.29483,93.41718,-21.31918,-53.25256,74.57174
0.0008008008,8.433002,-79.06138,70.62837,8.104709,-78.79525,70.69054,6.346467,-79.93304,73.58657,-0.2522832,-71.38738,71.63966,-9.174936,-54.8629,64.03783,-8.64857,-79.60155,88.25013,-18.78616,-56.75364,75.53979
0.0009009009,10.5573,-79.10468,68.54738,10.22736,-78.848,68.62064,8.3612,-79.82586,71.46466,1.836492,-71.7978,69.96131,-7.154773,-56.19248,63.34725,-5.356188,-78.06007,83.41625,-16.38776,-50.88699,67.27475
0.001001001,12.75618,-79.23528,66.4791,12.41248,-78.96098,66.54851,10.44316,-79.78513,69.34196,3.941656,-72.13661,68.19495,-5.089365,-57.49323,62.5826,-2.231081,-76.60143,78.8325,-14.0675,-57.0209,71.08841
0.001101101,15.0078,-79.44571,64.43791,14.6441,-79.15109,64.507,12.58429,-79.80964,67.22535,6.070436,-72.46141,66.39097,-2.991226,-58.752,61.74323,0.7436761,-75.29356,74.54989,-11.65442,-60.07425,71.72867
0.001201201,17.29535,-79.6763,62.38095,16.90876,-79.34737,62.43861,14.77383,-79.88573,65.1119,8.22355,-72.78592,64.56237,-0.8696253,-59.95678,60.82641,3.582712,-73.99071,70.40799,-9.318473,-55.99839,65.31686
