time,Bus1_A,Bus1_B,Bus1_C,Bus2_A,Bus2_B,Bus2_C,Bus3_A,Bus3_B,Bus3_C,Bus5_A,Bus5_B,Bus5_C,Bus6_A,Bus6_B,Bus6_C,Bus8_A,Bus8_B,Bus8_C,Bus9_A,Bus9_B,Bus9_C
0,-23.96033,-46.03088,69.99121,-23.71982,-45.21712,68.93694,-25.94525,-43.64657,69.59183,-28.58182,-35.10596,63.68778,-32.23064,-27.72269,59.95334,-42.053,-115.7014,157.7544,-40.23808,-13.32155,53.55962
0.0001001001,1.096426,-91.98563,90.88921,-2.331827,-84.61176,86.94359,-13.76848,-65.39798,79.16646,-20.59873,-50.02963,70.62836,-18.66494,-52.21818,70.88312,-37.18093,-110.3505,147.5314,-37.58041,-39.51102,77.09142
0.0002002002,0.5318043,-87.05241,86.5206,-1.509917,-82.85822,84.36813,-7.390671,-75.10147,82.49214,-15.59449,-58.83139,74.42588,-18.34121,-50.59426,68.93548,-32.44096,-104.5315,136.9724,-34.39994,-44.4912,78.89114
0.0003003003,0.8700131,-83.88354,83.01353,-0.3721271,-81.49648,81.86861,-3.671769,-79.1539,82.82567,-11.90407,-64.23597,76.14004,-17.43285,-50.22644,67.65929,-27.86305,-98.289,126.152,-31.57167,-33.24604,64.81771
0.0004004004,1.82305,-81.88326,80.06021,1.031201,-80.52194,79.49075,-1.13306,-80.60966,81.74272,-8.966224,-67.48706,76.45329,-16.12975,-50.61785,66.7476,-23.48697,-92.68939,116.1764,-28.9106,-48.79422,77.70482
0.0005005005,3.195155,-80.69663,77.50147,2.650299,-79.9235,77.2732,0.9241624,-80.9469,80.02274,-6.468689,-69.45454,75.92323,-14.56206,-51.47454,66.03661,-19.32774,-88.38393,107.7117,-26.10905,-52.53259,78.64162
0.0006006006,4.85832,-79.9889,75.13058,4.442442,-79.51643,75.07399,2.825998,-80.85262,78.02661,-4.212308,-70.65396,74.86627,-12.81409,-52.59792,65.41202,-15.38892,-85.05566,100.4446,-23.55625,-43.9906,67.54685
0.0007007007,6.726657,-79.61176,72.8851,6.371154,-79.28674,72.91558,4.718352,-80.63116,75.9128,-2.073418,-71.38329,73.45671,-10.94108,-53.85173,64.79281,-11.66738,-82.61111,94.27849,-21.12251,-53.83454,74.95705
0.0008008008,8.742305,-79.49497,70.75266,8.407961,-79.24348,70.83553,6.660647,-80.42766,73.76701,0.02119604,-71.88605,71.86486,-8.979813,-55.16806,64.14788,-8.148168,-80.85077,88.99893,-18.56754,-57.37666,75.9442
0.0009009009,10.8644,-79.51304,68.64863,10.5291,-79.27151,68.74241,8.671586,-80.29118,71.61959,2.112481,-72.27758,70.1651,-6.955159,-56.49652,63.45168,-4.814775,-79.24564,84.06041,-16.15084,-51.35987,67.51071
0.001001001,13.06254,-79.62146,66.55892,12.7139,-79.36228,66.64838,10.75101,-80.22369,69.47269,4.220259,-72.59701,68.37675,-4.88467,-57.7964,62.68107,-1.652761,-77.72578,79.37855,-13.81421,-57.59732,71.41152
0.001101101,15.31446,-79.81259,64.49812,14.94613,-79.53294,64.58681,12.89072,-80.22399,67.33327,6.351947,-72.90318,66.55123,-2.78108,-59.05431,61.83539,1.355176,-76.36002,75.00484,-11.38351,-60.66987,72.05338
0.001201201,17.60306,-80.02555,62.42249,17.21208,-79.71115,62.49907,15.0798,-80.27816,65.19836,8.508314,-73.21008,64.70177,-0.6538129,-60.25801,60.91183,4.224006,-75.00017,70.77616,-9.032001,-56.48433,65.51633
0.001301301,19.91433,-80.24123,60.3269,19.49947,-79.88942,60.38995,17.30676,-80.36446,63.0577,10.68596,-73.50135,62.81539,1.489714,-61.3932,59.90348,6.96476,-73.72236,66.7576,-6.742322,-60.39735,67.13967
0.001401401,22.2373,-80.46555,58.22824,21.79852,-80.08515,58.28664,19.5606,-80.47129,60.91069,12.87956,-73.79053,60.91096,3.643464,-62.45924,58.81577,9.589188,-72.63371,63.04452,-4.389181,-63.007,67.39618
0.001501502,24.56301,-80.66444,56.10143,24.10084,-80.25257,56.15173,21.8314,-80.58531,58.75391,15.08335,-74.07396,58.9906,5.80246,-63.45418,57.65172,12.10727,-71.61958,59.51231,-2.086475,-60.21774,62.30421
0.001601602,26.88357,-80.82689,53.94332,26.39869,-80.3849,53.98622,24.11022,-80.69005,56.57983,17.2913,-74.33112,57.03983,7.962346,-64.37196,56.40962,14.52612,-70.67937,56.15325,0.1633881,-62.69865,62.53526
0.001701702,29.19247,-80.96091,51.76843,28.68574,-80.49738,51.81164,26.38912,-80.77721,54.3881,19.49749,-74.56544,55.06795,10.11922,-65.21442,55.0952,16.85331,-69.85425,53.00093,2.449804,-64.85332,62.40352
0.001801802,31.48418,-81.04651,49.56233,30.95649,-80.56139,49.6049,28.66112,-80.83848,52.17736,21.69666,-74.77309,53.07644,12.2696,-65.98229,53.7127,19.09537,-69.04921,49.95385,4.699753,-63.04364,58.34389
