time,Bus1_A,Bus1_B,Bus1_C,Bus2_A,Bus2_B,Bus2_C,Bus3_A,Bus3_B,Bus3_C,Bus5_A,Bus5_B,Bus5_C,Bus6_A,Bus6_B,Bus6_C,Bus8_A,Bus8_B,Bus8_C,Bus9_A,Bus9_B,Bus9_C
0,-23.96033,-46.03088,69.99121,-23.71982,-45.21712,68.93694,-25.94525,-43.64657,69.59183,-28.58182,-35.10596,63.68778,-32.23064,-27.72269,59.95334,-42.053,-113.2252,155.2782,-40.23808,-13.32155,53.55962
0.0001001001,0.5769358,-90.98299,90.40606,-2.768992,-83.75718,86.52618,-13.99731,-64.94434,78.94166,-20.73854,-49.72927,70.46782,-18.93576,-51.701,70.63676,-37.26827,-108.033,145.3013,-37.61275,-38.96703,76.57978
0.0002002002,0.07356986,-86.19859,86.12502,-1.918012,-82.07993,83.99794,-7.716633,-74.46571,82.18235,-15.80613,-58.36837,74.1745,-18.58226,-50.15083,68.73309,-32.61174,-102.3824,134.9941,-34.47533,-43.85806,78.33338
0.0003003003,0.4530095,-83.13739,82.68438,-0.7578751,-80.78445,81.54232,-4.034077,-78.4631,82.49718,-12.15718,-63.68644,75.84362,-17.65673,-49.82756,67.48429,-28.1127,-96.31879,124.4315,-31.68152,-32.90071,64.58224
0.0004004004,1.433759,-81.21722,79.78346,0.6621812,-79.86633,79.20415,-1.504568,-79.92149,81.42606,-9.243272,-66.89882,76.1421,-16.34479,-50.24561,66.5904,-23.81006,-90.88182,114.6919,-29.05021,-48.14674,77.19695
0.0005005005,2.824423,-80.09109,77.26666,2.293461,-79.31461,77.02115,0.5547644,-80.2856,79.73083,-6.759213,-68.85578,75.615,-14.77368,-51.11765,65.89133,-19.7185,-86.70997,106.4285,-26.28081,-51.83017,78.11098
0.0006006006,4.499846,-79.43177,74.93193,4.094157,-78.94873,74.85458,2.462574,-80.2268,77.76423,-4.510411,-70.06114,74.57156,-13.02583,-52.24953,65.27536,-15.84154,-83.49223,99.33376,-23.75384,-43.50632,67.26017
0.0007007007,6.37605,-79.09435,72.71831,6.02858,-78.75501,72.72643,4.361413,-80.0425,75.68109,-2.376057,-70.80598,73.18204,-11.15528,-53.50803,64.66331,-12.17616,-81.139,93.31516,-21.34247,-53.18383,74.52629
0.0008008008,8.396421,-79.01009,70.61368,8.068844,-78.74223,70.67339,6.309309,-79.87454,73.56523,-0.2846268,-71.32841,71.61304,-9.198012,-54.82681,64.02482,-8.707752,-79.45383,88.16158,-18.81202,-56.67957,75.49159
0.0009009009,10.52098,-79.05638,68.5354,10.19168,-78.79791,68.60624,8.324492,-79.77083,71.44633,1.803851,-71.74106,69.93721,-7.17838,-56.15652,63.3349,-5.420219,-77.91982,83.34003,-16.41579,-50.83091,67.2467
0.001001001,12.71995,-79.1896,66.46966,12.37683,-78.91353,66.5367,10.40675,-79.73326,69.32651,3.908706,-72.08216,68.17345,-5.113574,-57.45737,62.57095,-2.299477,-76.46843,78.76791,-14.09746,-56.95411,71.05157
0.001101101,14.97153,-79.40232,64.43079,14.60838,-79.10593,64.49756,12.54805,-79.76064,67.21259,6.037143,-72.40916,66.37202,-3.016079,-58.71625,61.73233,0.6713556,-75.16742,74.49606,-11.68645,-60.00257,71.68902
0.001201201,17.25896,-79.63499,62.37604,16.87289,-79.30434,62.43145,14.73764,-79.83932,65.10168,8.189872,-72.73576,64.54588,-0.8951488,-59.92116,60.8163,3.506868,-73.87132,70.36445,-9.35236,-55.9404,65.29276
0.001301301,19.56848,-79.86891,60.30043,19.15831,-79.50143,60.34312,16.96424,-79.94804,62.9838,10.36352,-73.0459,62.68238,1.241926,-61.05808,59.81615,6.217827,-72.65511,66.43729,-7.07816,-59.79439,66.87255
0.001401401,21.88934,-80.10984,58.2205,21.45501,-79.71417,58.25916,19.21708,-80.07545,60.85837,12.55284,-73.3528,60.79996,3.389204,-62.12638,58.73718,8.815675,-71.6231,62.80742,-4.741475,-62.37623,67.11771
0.001501502,24.21273,-80.32449,56.11176,23.75477,-79.89783,56.14306,21.48639,-80.20846,58.72207,14.75216,-73.65287,58.90071,5.541779,-63.12413,57.58236,11.31013,-70.66338,59.35324,-2.453583,-59.68074,62.13433
0.001601602,26.53087,-80.50203,53.97116,26.04996,-80.04575,53.99578,23.7634,-80.33098,56.56758,16.95552,-73.92602,56.9705,7.695352,-64.04537,56.35003,13.70813,-69.77521,56.06707,-0.2169434,-62.13179,62.34874
0.001701702,28.83737,-80.65029,51.81291,28.33435,-80.17277,51.83842,26.04028,-80.43486,54.39458,19.15712,-74.17557,55.01845,9.846066,-64.89188,55.04581,16.01702,-68.99879,52.98177,2.055737,-64.27155,62.21581
0.001801802,31.12676,-80.74974,49.62298,30.60252,-80.25098,49.64846,28.31017,-80.51196,52.20179,21.35175,-74.39778,53.04604,11.99048,-65.66434,53.67386,18.24316,-68.24135,49.99819,4.293189,-62.52967,58.23648
0.001901902,33.39398,-80.79299,47.39901,32.8493,-80.27444,47.42514,30.56696,-80.55192,49.98495,23.53449,-74.57738,51.04288,14.12537,-66.35978,52.23441,20.39087,-67.49229,47.10141,6.484143,-64.03849,57.55435
0.002002002,35.63467,-80.78703,45.15236,35.07035,-80.25517,45.18482,32.80521,-80.54967,47.74446,25.70081,-74.71529,49.01448,16.24773,-66.97993,50.7322,22.46467,-66.79024,44.32556,8.68999,-65.74072,57.05074
0.002102102,37.84501,-80.72041,42.8754,37.26181,-80.1761,42.91429,35.02008,-80.50063,45.48054,27.84669,-74.80976,46.96307,18.35472,-67.52607,49.17135,24.46845,-66.08491,41.61646,10.86656,-64.62268,53.75613
0.002202202,40.02133,-80.58762,40.56629,39.41993,-80.03193,40.61199,37.20723,-80.39838,43.19114,29.96842,-74.85039,44.88197,20.44366,-67.99658,47.55293,26.40467,-65.36989,38.96522,12.99891,-65.47067,52.47176
0.002302302,42.16039,-80.39426,38.23388,41.54145,-79.83195,38.2905,39.36272,-80.2399,40.87719,32.06254,-74.83734,42.77481,22.51194,-68.39272,45.88078,28.27585,-64.67645,36.40059,15.12954,-66.76971,51.64017
0.002402402,44.25924,-80.13396,35.87472,43.62343,-79.56624,35.94281,41.48298,-80.02282,38.53984,34.12596,-74.77042,40.64447,24.55711,-68.71581,44.15869,30.08424,-63.97285,33.88861,17.23249,-66.04956,48.81707
0.002502502,46.31506,-79.80249,33.48743,45.66297,-79.2301,33.56714,43.56476,-79.74335,36.17859,36.1558,-74.64291,38.48711,26.5768,-68.96499,42.38819,31.83112,-63.24768,31.41656,19.29179,-66.4122,47.12041
0.002602603,48.32524,-79.40416,31.07892,47.65746,-78.83057,31.17311,45.60504,-79.39973,33.79468,38.14933,-74.45459,36.30526,28.56869,-69.14112,40.57243,33.51778,-62.52145,29.00366,21.33604,-67.34081,46.00476
0.002702703,50.28739,-78.93593,28.64854,49.60454,-78.36254,28.758,47.60108,-78.99096,31.38988,40.10409,-74.20621,34.10212,30.53058,-69.24545,38.71486,35.14543,-61.77499,26.62956,23.35177,-66.85417,43.5024
0.002802803,52.19918,-78.39458,26.1954,51.50184,-77.82198,26.32014,49.55026,-78.51496,28.96469,42.01772,-73.89368,31.87596,32.46033,-69.2776,36.81728,36.71461,-60.99623,24.28162,25.32346,-66.85009,41.52663
0.002902903,54.05845,-77.7833,23.72485,53.34723,-77.214,23.86677,51.45022,-77.97085,26.52063,43.88801,-73.51659,29.62858,34.35587,-69.23823,34.88236,38.2259,-60.19959,21.97369,27.26904,-67.42487,40.15582
