time,Bus1_A,Bus1_B,Bus1_C,Bus2_A,Bus2_B,Bus2_C,Bus3_A,Bus3_B,Bus3_C,Bus5_A,Bus5_B,Bus5_C,Bus6_A,Bus6_B,Bus6_C,Bus8_A,Bus8_B,Bus8_C,Bus9_A,Bus9_B,Bus9_C
0,-23.96033,-46.03088,69.99121,-23.71982,-45.21712,68.93694,-25.94525,-43.64657,69.59183,-28.58182,-35.10596,63.68778,-32.23064,-27.72269,59.95334,-42.053,-117.1663,159.2193,-40.23808,-13.32155,53.55962
0.0001001001,1.403736,-92.57874,91.17501,-2.073213,-85.11729,87.19051,-13.63307,-65.66643,79.29949,-20.516,-50.20735,70.72335,-18.50474,-52.52411,71.02885,-37.12926,-111.7217,148.851,-37.56133,-39.8378,77.39913
0.0002002002,0.8028836,-87.55751,86.75463,-1.268497,-83.31864,84.58714,-7.197834,-75.47758,82.67542,-15.46929,-59.10531,74.57459,-18.19862,-50.85659,69.05521,-32.33993,-105.803,138.1429,-34.35531,-44.86415,79.21946
0.0003003003,1.11669,-84.32493,83.20824,-0.1439324,-81.91769,82.06162,-3.457412,-79.56261,83.02003,-11.75431,-64.56113,76.31544,-17.30041,-50.4624,67.76281,-27.71535,-99.45602,127.1714,-31.50668,-33.43658,64.94326
0.0004004004,2.053346,-82.27728,80.22394,1.249504,-80.9098,79.66029,-0.9132846,-81.01676,81.93005,-8.802329,-67.83504,76.63737,-16.00254,-50.83805,66.8406,-23.29584,-93.75896,117.0548,-28.82799,-49.18136,78.00935
0.0005005005,3.41447,-81.05487,77.6404,2.861396,-80.28372,77.42233,1.14269,-81.33811,80.19542,-6.296821,-69.80876,76.10558,-14.43688,-51.68568,66.12255,-19.09657,-89.37472,108.4713,-26.00734,-52.94192,78.94926
0.0006006006,5.070382,-80.31846,75.24808,4.648479,-79.85225,75.20377,3.040991,-81.22283,78.18184,-4.035955,-71.00468,75.04063,-12.68883,-52.80403,65.49286,-15.12115,-85.98038,101.1015,-23.43942,-44.26774,67.70716
0.0007007007,6.934068,-79.91784,72.98377,6.573813,-79.6013,73.02748,4.92951,-80.97939,76.04988,-1.894384,-71.7248,73.61919,-10.81437,-54.05504,64.86941,-11.3664,-83.48199,94.8484,-20.99237,-54.22838,75.22075
0.0008008008,8.946922,-79.7818,70.83488,8.608576,-79.54,70.93142,6.868492,-80.75487,73.88638,0.2021141,-72.21595,72.01383,-8.850729,-55.36995,64.22068,-7.817132,-81.6773,89.49443,-18.42296,-57.78847,76.21143
0.0009009009,11.06757,-79.78319,68.71562,10.72871,-79.55169,68.82298,8.876919,-80.59901,71.72208,2.29506,-72.59497,70.29991,-6.823106,-56.69766,63.52076,-4.456609,-80.03007,84.48668,-15.99408,-51.67386,67.66793
0.001001001,13.26521,-79.87693,66.61172,12.91331,-79.62775,66.71444,10.95466,-80.51381,69.55916,4.404566,-72.90158,68.49702,-4.749257,-57.99696,62.74622,-1.270177,-78.46961,79.73978,-13.64668,-57.97898,71.62566
0.001101101,15.51733,-80.05531,64.53798,15.14594,-79.78558,64.63965,13.09344,-80.4981,67.40466,6.538176,-73.19543,66.65725,-2.64206,-59.2543,61.89636,1.759716,-77.06581,75.3061,-11.20418,-61.06947,72.27365
0.001201201,17.80663,-80.25659,62.44996,17.41274,-79.9518,62.53906,15.28222,-80.53777,65.25555,8.696698,-73.49068,64.79398,-0.5110437,-60.45729,60.96833,4.648247,-75.66786,71.01962,-8.842545,-56.80817,65.65072
0.001301301,20.11892,-80.46149,60.34256,19.7013,-80.11895,60.41765,17.50938,-80.61079,63.10141,10.87671,-73.77077,62.89406,1.6363,-61.59144,59.95514,7.406628,-74.3538,66.94717,-6.543643,-60.76165,67.3053
0.001401401,22.44315,-80.67598,58.23283,22.00173,-80.30463,58.3029,19.76381,-80.70547,60.94165,13.07284,-74.04948,60.97664,3.793878,-62.65615,58.86227,10.04678,-73.23163,63.18485,-4.180733,-63.37654,67.55727
0.001501502,24.77023,-80.86555,56.09531,24.30556,-80.46241,56.15685,22.0355,-80.80824,58.77275,15.27928,-74.32307,59.04379,5.956673,-63.64943,57.69276,12.57883,-72.18522,59.60639,-1.86937,-60.53207,62.40144
0.001601602,27.09222,-81.01907,53.92686,26.60498,-80.58555,53.98057,24.3154,-80.90247,56.58707,17.48993,-74.57077,57.08083,8.120294,-64.56517,56.44487,15.01002,-71.2143,56.20428,0.3884059,-63.03722,62.64881
0.001701702,29.40255,-81.14466,51.74212,28.8936,-80.68941,51.79581,26.59548,-80.97974,54.38426,19.69885,-74.79608,55.09724,10.28081,-65.40524,55.12442,17.34804,-70.36033,53.01229,2.682957,-65.1965,62.51354
0.001801802,31.69562,-81.22206,49.52644,31.16589,-80.74501,49.57912,28.86873,-81.03163,52.16291,21.9007,-74.99512,53.09443,12.43472,-66.17039,53.73567,19.59951,-69.52708,49.92757,4.940228,-63.34671,58.40648
0.001901902,33.96627,-81.24368,47.27741,33.41656,-80.74633,47.32977,31.12887,-81.04743,49.91856,24.09046,-75.15208,51.06162,14.57877,-66.85757,52.27881,21.769,-68.70387,46.93486,7.148931,-64.87659,57.72766
0.002002002,36.21008,-81.2168,45.00672,35.64118,-80.70582,45.06464,33.37033,-81.02192,47.65158,26.26349,-75.268,49.00451,16.70987,-67.46862,50.75875,23.86122,-67.93071,44.06949,9.372759,-66.589,57.21624
0.002102102,38.42314,-81.12949,42.70635,37.83583,-80.60571,42.76989,35.5882,-80.95035,45.36214,28.41572,-75.34104,46.92532,18.82518,-68.00489,49.17971,25.88027,-67.15527,41.275,11.56561,-65.39065,53.82503
0.002202202,40.60174,-80.97615,40.37441,39.99672,-80.44067,40.44396,37.77805,-80.82611,43.04806,30.54336,-75.36044,44.81709,20.92198,-68.46473,47.54275,27.82878,-66.37132,38.54254,13.71252,-66.23866,52.52613
