time,Bus1_A,Bus1_B,Bus1_C,Bus2_A,Bus2_B,Bus2_C,Bus3_A,Bus3_B,Bus3_C,Bus5_A,Bus5_B,Bus5_C,Bus6_A,Bus6_B,Bus6_C,Bus8_A,Bus8_B,Bus8_C,Bus9_A,Bus9_B,Bus9_C
0,-23.96033,-46.03088,69.99121,-23.71982,-45.21712,68.93694,-25.94525,-43.64657,69.59183,-28.58182,-35.10596,63.68778,-32.23064,-27.72269,59.95334,-42.053,-110.9825,153.0355,-40.23808,-13.32155,53.55962
0.0001001001,0.1064758,-90.07503,89.96855,-3.164916,-82.98326,86.14818,-14.20472,-64.53318,78.7379,-20.86524,-49.45712,70.32236,-19.18101,-51.23267,70.41368,-37.34739,-105.9328,143.2802,-37.64183,-38.45757,76.0994
0.0002002002,-0.3414386,-85.42529,85.76672,-2.287615,-81.37502,83.66264,-8.011872,-73.88988,81.90175,-15.99782,-57.94899,73.94681,-18.80057,-49.74922,68.54979,-32.76643,-100.4353,133.2018,-34.54371,-43.28736,77.83107
0.0003003003,0.07534325,-82.46164,82.38629,-1.107238,-80.13959,81.24683,-4.362227,-77.83743,82.19965,-12.38644,-63.18869,75.57513,-17.8595,-49.46631,67.32581,-28.33881,-94.53346,122.8723,-31.78098,-32.59629,64.37728
0.0004004004,1.081185,-80.61401,79.53282,0.3279666,-79.27255,78.94458,-1.841038,-79.29823,81.13927,-9.49419,-66.36607,75.86025,-16.53955,-49.90849,66.44804,-24.10267,-89.24456,113.3472,-29.17664,-47.55785,76.73449
0.0005005005,2.488656,-79.54265,77.05399,1.970278,-78.76315,76.79288,0.2202073,-79.68668,79.46647,-7.022334,-68.31351,75.33584,-14.96533,-50.79441,65.75974,-20.07241,-85.19375,105.2662,-26.43637,-51.19752,77.63389
0.0006006006,4.175185,-78.92721,74.75202,3.778723,-78.43459,74.65587,2.133426,-79.66,77.52658,-4.780401,-69.52421,74.30461,-13.2176,-51.93399,65.15159,-16.25147,-82.07657,98.32804,-23.93276,-43.07917,67.01193
0.0007007007,6.058509,-78.62573,72.56722,5.718315,-78.27342,72.55511,4.038137,-79.50937,75.47123,-2.650151,-70.28314,72.9333,-11.34928,-53.19676,64.54604,-12.63695,-79.80538,92.44234,-21.54175,-52.58699,74.12874
0.0008008008,8.083158,-78.57097,70.48781,7.761711,-78.28828,70.52657,5.991107,-79.3736,73.38248,-0.5616059,-70.82336,71.38496,-9.395635,-54.51773,63.91336,-9.214556,-78.18846,87.40302,-19.03336,-56.04655,75.07991
0.0009009009,10.20994,-78.64276,68.43282,9.886078,-78.36893,68.48285,8.010135,-79.29956,71.28942,1.52433,-71.25514,69.73081,-7.380548,-55.84858,63.22913,-5.968561,-76.71848,82.68704,-16.65593,-50.34761,67.00354
