time,Bus1_A,Bus1_B,Bus1_C,Bus2_A,Bus2_B,Bus2_C,Bus3_A,Bus3_B,Bus3_C,Bus5_A,Bus5_B,Bus5_C,Bus6_A,Bus6_B,Bus6_C,Bus8_A,Bus8_B,Bus8_C,Bus9_A,Bus9_B,Bus9_C
0,-23.96033,-46.03088,69.99121,-23.71982,-45.21712,68.93694,-25.94525,-43.64657,69.59183,-28.58182,-35.10596,63.68778,-32.23064,-27.72269,59.95334,-42.053,-114.6785,156.7315,-40.23808,-13.32155,53.55962
0.0001001001,0.8818467,-91.5715,90.68965,-2.512408,-84.25877,86.77118,-13.86306,-65.21048,79.07354,-20.65651,-49.90551,70.56202,-18.7768,-52.00457,70.78137,-37.21702,-109.3926,146.6097,-37.59369,-39.281,76.87469
0.0002002002,0.3425258,-86.69971,86.35719,-1.67849,-82.53671,84.21519,-7.525345,-74.8388,82.36414,-15.68193,-58.64009,74.32202,-18.44078,-50.4111,68.85188,-32.51151,-103.6427,136.1543,-34.43115,-44.22606,78.6572
0.0003003003,0.6977719,-83.57535,82.87758,-0.5314659,-81.20236,81.73383,-3.821459,-78.86848,82.68993,-12.00864,-64.0089,76.01754,-17.52532,-50.06168,67.58701,-27.96618,-97.47346,125.4396,-31.61709,-33.11931,64.7364
0.0004004004,1.66224,-81.60813,79.94589,0.8787651,-80.25112,79.37235,-1.286522,-80.32539,81.61192,-9.080666,-67.24406,76.32474,-16.21858,-50.46408,66.68266,-23.62043,-91.94298,115.5634,-28.96828,-48.53074,77.49901
0.0005005005,3.042014,-80.4465,77.40449,2.502897,-79.67199,77.16909,0.7715704,-80.67373,79.90216,-6.5887,-69.20721,75.79591,-14.64948,-51.32712,65.97659,-19.48915,-87.69285,107.182,-26.17995,-52.23584,78.41579
0.0006006006,4.710242,-79.75875,75.04851,4.298573,-79.28191,74.98334,2.675874,-80.5941,77.91823,-4.335449,-70.40907,74.74452,-12.90156,-52.45401,65.35557,-15.57589,-84.40997,99.98586,-23.63792,-43.79099,67.42891
0.0007007007,6.581826,-79.39802,72.81619,6.229642,-79.06708,72.83743,4.570907,-80.38799,75.81709,-2.198432,-71.14481,73.34325,-11.02957,-53.70975,64.73932,-11.87755,-82.00273,93.88028,-21.21342,-53.57001,74.78343
0.0008008008,8.599426,-79.29468,70.69525,8.267879,-79.03643,70.76855,6.515516,-80.19917,73.68366,-0.1051335,-71.6557,71.76083,-9.069946,-55.0271,64.09705,-8.379321,-80.27372,88.65304,-18.66854,-57.08945,75.75798
0.0009009009,10.72254,-79.32441,68.60187,10.38972,-79.07589,68.68617,8.528209,-80.07623,71.54803,1.984992,-72.05595,70.07096,-7.047368,-56.35607,63.40344,-5.064873,-78.69807,83.76295,-16.26025,-51.1424,67.40265
