time,Bus1_A,Bus1_B,Bus1_C,Bus2_A,Bus2_B,Bus2_C,Bus3_A,Bus3_B,Bus3_C,Bus5_A,Bus5_B,Bus5_C,Bus6_A,Bus6_B,Bus6_C,Bus8_A,Bus8_B,Bus8_C,Bus9_A,Bus9_B,Bus9_C
0,-23.96033,-46.03088,69.99121,-23.71982,-45.21712,68.93694,-25.94525,-43.64657,69.59183,-28.58182,-35.10596,63.68778,-32.23064,-27.72269,59.95334,-42.053,-109.4193,151.4723,-40.23808,-13.32155,53.55962
0.0001001001,-0.2214788,-89.44204,89.66352,-3.440893,-82.44376,85.88466,-14.34914,-64.24689,78.59602,-20.95349,-49.26754,70.22102,-19.35198,-50.90617,70.25816,-37.40252,-104.4705,141.8731,-37.66232,-38.11475,75.77707
0.0002002002,-0.630699,-84.88629,85.51699,-2.545233,-80.88367,83.4289,-8.21769,-73.48844,81.70613,-16.13145,-57.65664,73.78809,-18.95273,-49.46931,68.42204,-32.87424,-99.07701,131.9512,-34.59142,-42.8823,77.47372
0.0003003003,-0.1878991,-81.99062,82.17851,-1.350752,-79.6901,81.04086,-4.590957,-77.40132,81.99228,-12.54623,-62.84176,75.38799,-18.00082,-49.21451,67.21533,-28.49642,-93.28905,121.7855,-31.85032,-32.3842,64.23453
0.0004004004,0.8354316,-80.19354,79.35811,0.09501054,-78.85867,78.76366,-2.075565,-78.8638,80.93936,-9.669086,-65.99472,75.66381,-16.6753,-49.6735,66.3488,-24.30663,-88.10333,112.41,-29.26478,-47.14697,76.41176
0.0005005005,2.254618,-79.16038,76.90576,1.745012,-78.37877,76.63376,-0.01298769,-79.2692,79.2822,-7.205737,-67.93552,75.14126,-15.09892,-50.56911,65.66803,-20.31909,-84.13691,104.456,-26.54482,-50.75567,77.30048
0.0006006006,3.948889,-78.57552,74.62663,3.558858,-78.07622,74.51736,1.904002,-79.26494,77.36093,-4.96859,-69.14996,74.11855,-13.35127,-51.71405,65.06532,-16.53721,-81.08988,97.62709,-24.0575,-42.78169,66.83919
0.0007007007,5.83718,-78.29913,72.46194,5.502055,-77.93777,72.43571,3.812808,-79.13776,75.32496,-2.841203,-69.9187,72.75991,-11.4845,-52.9798,64.4643,-12.95814,-78.87646,91.83459,-21.68055,-52.17083,73.85137
0.0008008008,7.864809,-78.26488,70.40008,7.547632,-77.97187,70.42423,5.769313,-79.02442,73.25511,-0.7546671,-70.47134,71.226,-9.533381,-54.3023,63.83568,-9.567813,-77.30653,86.87434,-19.18764,-55.6016,74.78925
0.0009009009,9.993143,-78.35449,68.36134,9.673067,-78.06995,68.39689,7.79102,-78.97107,71.18005,1.329497,-70.91645,69.58695,-7.521464,-55.63395,63.15541,-6.350768,-75.88153,82.2323,-16.82317,-50.01346,66.83663
0.001001001,12.19339,-78.52586,66.33247,11.85876,-78.22382,66.36507,9.877651,-78.97948,69.10184,3.42986,-71.29084,67.86098,-5.465391,-56.9363,62.40169,-3.293462,-74.5357,77.82916,-14.53275,-55.97821,70.51097
0.001101101,14.44445,-78.77176,64.32731,14.08927,-78.44965,64.36037,12.02137,-79.04847,67.02711,5.553301,-71.64989,66.0966,-3.377265,-58.19666,61.57393,-0.3796601,-73.33417,73.71382,-12.15206,-58.96441,71.11647
0.001201201,16.73007,-79.03471,62.30463,16.35157,-78.67908,62.32751,14.21174,-79.16483,64.95309,7.700435,-72.00674,64.3063,-1.266075,-59.40342,60.66949,2.404653,-72.13634,69.73168,-9.844787,-55.09888,64.94366
0.001301301,19.03692,-79.29667,60.25975,18.63395,-78.9051,60.27115,16.43781,-79.30802,62.8702,9.867942,-72.34589,62.47794,0.8610836,-60.54302,59.68193,5.069814,-71.01481,65.94499,-7.594329,-58.87022,66.46455
0.001401401,21.35454,-79.56314,58.2086,20.92706,-79.14401,58.21695,18.6891,-79.46705,60.77794,12.05068,-72.68003,60.62935,2.998414,-61.61481,58.61639,7.626811,-70.06997,62.44316,-5.282846,-61.40279,66.68563
0.001501502,23.67435,-79.80197,56.12762,23.22288,-79.35259,56.12971,20.95613,-79.62926,58.67313,14.24312,-73.00566,58.76254,5.14112,-62.61686,57.47574,10.08496,-69.1937,59.10873,-3.01786,-58.85159,61.86945
0.001601602,25.98878,-80.00272,54.01394,25.51399,-79.52447,54.01048,23.23034,-79.7791,56.54875,16.43944,-73.30337,56.86393,7.284989,-63.54341,56.25842,12.4509,-68.38555,55.93465,-0.8015215,-61.27208,62.0736
0.001701702,28.2916,-80.1729,51.88131,27.79429,-79.6739,51.87961,25.50413,-79.90868,54.40456,18.63398,-73.57636,54.94238,9.426237,-64.39613,54.96989,14.73168,-67.68407,52.95238,1.450213,-63.37031,61.9201
