time,Bus1_A,Bus1_B,Bus1_C,Bus2_A,Bus2_B,Bus2_C,Bus3_A,Bus3_B,Bus3_C,Bus5_A,Bus5_B,Bus5_C,Bus6_A,Bus6_B,Bus6_C,Bus8_A,Bus8_B,Bus8_C,Bus9_A,Bus9_B,Bus9_C
0,-23.96033,-46.03088,69.99121,-23.71982,-45.21712,68.93694,-25.94525,-43.64657,69.59183,-28.58182,-35.10596,63.68778,-32.23064,-27.72269,59.95334,-42.053,-113.2982,155.3512,-40.23808,-13.32155,53.55962
0.0001001001,0.5922555,-91.01257,90.42031,-2.756101,-83.78239,86.53848,-13.99057,-64.9577,78.94828,-20.73442,-49.73812,70.47255,-18.92777,-51.71626,70.64403,-37.2657,-108.1012,145.3669,-37.61178,-38.98247,76.59425
0.0002002002,0.08708462,-86.22376,86.13668,-1.905977,-82.10287,84.00885,-7.707029,-74.48444,82.19147,-15.79989,-58.38201,74.18191,-18.57515,-50.16391,68.73906,-32.60671,-102.4455,135.0522,-34.47313,-43.87576,78.34888
0.0003003003,0.4653064,-83.15939,82.69409,-0.7465003,-80.80544,81.55195,-4.023395,-78.48347,82.50687,-12.14972,-63.70264,75.85236,-17.65013,-49.83932,67.48946,-28.10534,-96.37679,124.4821,-31.67828,-32.91175,64.59003
0.0004004004,1.445238,-81.23686,79.79163,0.6730625,-79.88567,79.2126,-1.493614,-79.94178,81.43539,-9.235103,-66.91616,76.15127,-16.33845,-50.25659,66.59504,-23.80053,-90.93529,114.7358,-29.04608,-48.16874,77.21482
0.0005005005,2.835356,-80.10895,77.27359,2.303984,-79.33257,77.02859,0.5656564,-80.3051,79.73944,-6.750647,-68.87344,75.62409,-14.76744,-51.12817,65.89561,-19.70698,-86.75957,106.4665,-26.27572,-51.84708,78.1228
0.0006006006,4.510417,-79.4482,74.93778,4.104428,-78.96547,74.86104,2.47329,-80.24525,77.77197,-4.501622,-70.07861,74.58024,-13.01959,-52.2598,65.27939,-15.82819,-83.53848,99.36668,-23.74804,-43.52357,67.27161
0.0007007007,6.386387,-79.1096,72.72321,6.038681,-78.77068,72.732,4.371937,-80.05986,75.68792,-2.367133,-70.82301,73.19014,-11.14897,-53.51817,64.66714,-12.16116,-81.18218,93.34335,-21.33602,-53.20506,74.54108
0.0008008008,8.40662,-79.0244,70.61778,8.078843,-78.75703,70.67818,6.319669,-79.89085,73.57118,-0.2756091,-71.34486,71.62046,-9.191579,-54.83687,64.02845,-8.69125,-79.49493,88.18619,-18.80478,-56.69976,75.50454
0.0009009009,10.53111,-79.06984,68.53873,10.20163,-78.81187,68.61024,8.334727,-79.78617,71.45145,1.812952,-71.75688,69.94393,-7.171798,-56.16655,63.33834,-5.402367,-77.95883,83.3612,-16.408,-50.84558,67.25358
0.001001001,12.73005,-79.20234,66.47229,12.38677,-78.92677,66.53999,10.4169,-79.74773,69.33082,3.917893,-72.09734,68.17945,-5.106824,-57.46737,62.5742,-2.280409,-76.50549,78.7859,-14.08909,-56.97332,71.0624
0.001101101,14.98164,-79.41442,64.43278,14.61834,-79.11852,64.50018,12.55815,-79.7743,67.21615,6.046426,-72.42374,66.3773,-3.00915,-58.72622,61.73537,0.6915179,-75.20251,74.51099,-11.67752,-60.01947,71.69699
0.001201201,17.2691,-79.64651,62.3774,16.88289,-79.31634,62.43344,14.74773,-79.85226,65.10453,8.199262,-72.74974,64.55048,-0.8880324,-59.93109,60.81912,3.528014,-73.90458,70.37657,-9.342929,-55.95664,65.29958
0.001301301,19.57868,-79.87989,60.30121,19.16837,-79.51286,60.3445,16.97434,-79.96031,62.98597,10.37303,-73.05933,62.6863,1.249233,-61.06796,59.81873,6.239851,-72.68659,66.44675,-7.068259,-59.81361,66.88187
0.001401401,21.8996,-80.12033,58.22073,21.46514,-79.72511,58.25997,19.22721,-80.08712,60.85991,12.56247,-73.36571,60.80323,3.396701,-62.1362,58.7395,8.838484,-71.65292,62.81443,-4.731076,-62.39413,67.12521
0.001501502,24.22305,-80.33451,56.11145,23.76498,-79.90829,56.14331,21.49657,-80.21957,58.72301,14.76192,-73.66528,58.90336,5.549465,-63.13387,57.5844,11.33364,-70.69157,59.35793,-2.442768,-59.69607,62.13884
0.001601602,26.54127,-80.51161,53.97034,26.06025,-80.05575,53.9955,23.77363,-80.34157,56.56794,16.96542,-73.93796,56.97254,7.703224,-64.05501,56.35178,13.73225,-69.80186,56.06962,-0.2057301,-62.14944,62.35518
0.001701702,28.84785,-80.65945,51.8116,28.34471,-80.18234,51.83763,26.05057,-80.44496,54.39439,19.16716,-74.18707,55.01991,9.85412,-64.90139,55.04727,16.04168,-69.02402,52.98233,2.067365,-64.28836,62.22099
0.001801802,31.1373,-80.75849,49.62119,30.61296,-80.26013,49.64717,28.32052,-80.52159,52.20107,21.36192,-74.40885,53.04693,11.99871,-65.67371,53.67501,18.26829,-68.26517,49.99688,4.305171,-62.54444,58.23927
0.001901902,33.40458,-80.80134,47.39676,32.85981,-80.28319,47.42337,30.57737,-80.5611,49.98372,23.54479,-74.58802,51.04323,14.13377,-66.369,52.23523,20.41641,-67.51473,47.09832,6.496459,-64.0546,57.55814
0.002002002,35.64533,-80.79499,45.14966,35.08093,-80.26352,45.18259,32.81568,-80.55842,47.74274,25.71123,-74.72552,49.01429,16.25629,-66.98898,50.73269,22.49055,-66.81137,44.32082,8.702645,-65.75649,57.05385
0.002102102,37.85572,-80.72798,42.87226,37.27245,-80.18406,42.91161,35.03061,-80.50896,45.47835,27.85723,-74.8196,46.96237,18.36344,-67.53494,49.1715,24.4946,-66.10473,41.61013,10.8795,-64.63675,53.75725
0.002202202,40.03208,-80.59481,40.56273,39.43062,-80.0395,40.60888,37.21781,-80.4063,43.18849,29.97907,-74.85984,44.88077,20.45252,-68.00526,47.55274,26.43105,-65.38844,38.95739,13.01213,-65.48528,52.47315
0.002302302,42.17117,-80.40109,38.22992,41.55218,-79.83915,38.28697,39.37333,-80.24742,40.87409,32.07329,-74.84641,42.77312,22.52094,-68.40118,45.88024,28.30241,-64.69376,36.39135,15.14303,-66.78394,51.6409
0.002402402,44.27005,-80.14041,35.87036,43.63419,-79.57306,35.93887,41.49363,-80.02995,38.53632,34.1368,-74.77911,40.6423,24.56624,-68.72404,44.15781,30.11093,-63.98895,33.87802,17.24621,-66.06249,48.81628
0.002502502,46.32589,-79.80857,33.48268,45.67375,-79.23654,33.56279,43.57544,-79.75009,36.17465,36.16672,-74.65121,38.48448,26.58604,-68.97299,42.38695,31.85788,-63.26257,31.40469,19.30573,-66.42536,47.11963
0.002602603,48.33606,-79.40986,31.0738,47.66825,-78.83662,31.16837,45.61574,-79.40608,33.79034,38.16032,-74.4625,36.30218,28.57804,-69.14887,40.57084,33.54457,-62.53513,28.99056,21.35015,-67.35275,46.0026
0.002702703,50.29821,-78.94126,28.64306,49.61533,-78.36824,28.7529,47.61178,-78.99693,31.38516,40.11514,-74.21375,34.0986,30.54003,-69.25294,38.71291,35.1722,-61.78757,26.61536,23.3661,-66.87139,43.50529
0.002802803,52.20999,-78.39955,26.18956,51.51264,-77.82731,26.31467,49.56097,-78.52058,28.9596,42.02883,-73.90086,31.87203,32.46987,-69.28486,36.81499,36.74135,-61.00761,24.26626,25.33792,-66.85465,41.51673
0.002902903,54.06922,-77.78788,23.71866,53.35799,-77.21893,23.86093,51.4609,-77.97606,26.51516,43.89914,-73.52336,29.62422,34.36547,-69.24519,34.87971,38.25253,-60.2098,21.95728,27.2836,-67.4345,40.15091
0.003003003,55.8739,-77.1055,21.2316,55.14941,-76.54137,21.39196,53.30932,-77.36326,24.05393,45.724,-73.0825,27.35849,36.22486,-69.13508,32.91022,39.70628,-59.38568,19.6794,29.19836,-67.08326,37.8849
0.003103103,57.62208,-76.35014,18.72806,56.88494,-75.79139,18.90644,55.10413,-76.6813,21.57717,47.50148,-72.57617,25.0747,38.04609,-68.95465,30.90856,41.10278,-58.52425,17.42147,31.06824,-66.77129,35.70305
0.003203203,59.31189,-75.52395,16.21206,58.56273,-74.97234,16.40961,56.84332,-75.92984,19.08652,49.22965,-72.00378,22.77414,39.82728,-68.70432,28.87705,42.44207,-57.63451,15.19244,32.90262,-67.00764,34.10502
0.003303303,60.94157,-74.62764,13.68607,60.18104,-74.08474,13.9037,58.52496,-75.10921,16.58424,50.90671,-71.3667,20.45999,41.56659,-68.38512,26.81853,43.72426,-56.71475,12.99049,34.70236,-66.69878,31.99643
0.003403403,62.50951,-73.65995,11.15044,61.73826,-73.12637,11.3881,60.14734,-74.21945,14.07211,52.53102,-70.66431,18.13329,43.26233,-67.99757,24.73524,44.94932,-55.75569,10.80637,36.45613,-66.17219,29.71606
0.003503504,64.01404,-72.62219,8.608153,63.23274,-72.09919,8.866448,61.7087,-73.2606,11.5519,54.10089,-69.89606,15.79516,44.91272,-67.54199,22.62927,46.11699,-54.76161,8.644617,38.16701,-66.05948,27.89247
0.003603604,65.45371,-71.51602,6.062305,64.66306,-71.00505,6.341992,63.20748,-72.23342,9.025944,55.61482,-69.06331,13.44849,46.51619,-67.01946,20.50327,47.22722,-53.73458,6.507367,39.83836,-65.71738,25.87901
0.003703704,66.82712,-70.34109,3.513978,66.02781,-69.8429,3.815088,64.64217,-71.13851,6.496343,57.07133,-68.16644,11.09511,48.07114,-66.4307,18.35955,48.2798,-52.66827,4.388472,41.4625,-65.05148,23.58898
0.003803804,68.13283,-69.09828,0.9654494,67.32558,-68.61375,1.288169,66.01129,-69.97633,3.965042,58.46898,-67.20525,8.736267,49.57603,-65.77621,16.20017,49.27439,-51.56342,2.289031,43.03805,-64.60744,21.56939
0.003903904,69.36964,-67.78954,-1.580096,68.55519,-67.31996,-1.235236,67.31354,-68.74787,1.434339,59.80647,-66.1809,6.374433,51.02942,-65.05697,14.02754,50.21082,-50.42372,0.2129021,44.56861,-64.15015,19.58154
0.004004004,70.53632,-66.41547,-4.120846,69.71542,-65.96168,-3.753747,68.54761,-67.45414,-1.093466,61.0825,-65.09442,4.011919,52.42989,-64.2739,11.84401,51.08881,-49.24612,-1.842689,46.05016,-63.39109,17.34093
0.004104104,71.63178,-64.97688,-6.654903,70.80521,-64.53959,-6.265623,69.71234,-66.09606,-3.61628,62.29593,-63.94619,1.650265,53.77613,-63.42781,9.651681,51.90812,-48.02946,-3.878663,47.47919,-62.66516,15.18597
0.004204204,72.65488,-63.47557,-9.179302,71.8234,-63.05582,-8.767586,70.80653,-64.67469,-6.131841,63.44551,-62.7371,-0.7084097,55.06677,-62.51954,7.452767,52.6684,-46.77704,-5.891361,48.85779,-62.02375,13.16596
0.004304304,73.60473,-61.913,-11.69173,72.76914,-61.51166,-11.25749,71.82922,-63.19143,-8.637787,64.53027,-61.46862,-3.061643,56.30067,-61.55028,5.249611,53.3695,-45.48864,-7.880857,50.18484,-61.17543,10.99059
0.004404404,74.4804,-60.29007,-14.19033,73.64151,-59.90779,-13.73372,72.77939,-61.64749,-11.1319,65.54916,-60.14159,-5.407572,57.47661,-60.52096,3.044349,54.01115,-44.1627,-9.848452,51.45656,-60.23904,8.782473
0.004504505,75.28104,-58.60855,-16.67249,74.43967,-58.24613,-16.19354,73.65614,-60.04419,-13.61195,66.50125,-58.75699,-7.744258,58.5935,-59.43261,0.839111,54.59312,-42.80143,-11.7917,52.67331,-59.38124,6.707928
0.004604605,76.00591,-56.87025,-19.13566,75.16286,-56.52852,-18.63433,74.45863,-58.38305,-16.07558,67.38564,-57.31634,-10.0693,59.65026,-58.28642,-1.363845,55.11523,-41.40631,-13.70892,53.83536,-58.41623,4.580871
0.004704705,76.65436,-55.07649,-21.57787,75.81048,-54.75607,-21.05441,75.18617,-56.66564,-18.52053,68.20158,-55.82096,-12.38062,60.64595,-57.0836,-3.562362,55.57737,-39.97644,-15.60092,54.93985,-57.3188,2.378953
0.004804805,77.22573,-53.22895,-23.99678,76.38187,-52.93048,-23.45138,75.83803,-54.89345,-20.94458,68.94828,-54.27197,-14.67631,61.57961,-55.82526,-5.754355,55.97934,-38.51311,-17.46622,55.98588,-56.25908,0.2731989
0.004904905,77.71949,-51.32966,-26.38983,76.87648,-51.05387,-25.82261,76.41358,-53.06816,-23.34542,69.62504,-52.67094,-16.9541,62.45035,-54.51271,-7.937643,56.32105,-37.01847,-19.30258,56.9741,-55.14595,-1.828151
0.005005005,78.13525,-49.38028,-28.75497,77.29395,-49.12774,-28.16622,76.91237,-51.19157,-25.7208,70.23133,-51.01949,-19.21184,63.25743,-53.14733,-10.1101,56.6025,-35.4924,-21.1101,57.90255,-53.91042,-3.992124
0.005105105,78.4726,-47.38259,-31.09002,77.63389,-47.15383,-30.48006,77.33392,-49.26539,-28.06853,70.76658,-49.31898,-21.4476,64.00008,-51.73042,-12.26966,56.82366,-33.93597,-22.88769,58.77008,-52.67145,-6.098631
