time,Bus1_A,Bus1_B,Bus1_C,Bus2_A,Bus2_B,Bus2_C,Bus3_A,Bus3_B,Bus3_C,Bus5_A,Bus5_B,Bus5_C,Bus6_A,Bus6_B,Bus6_C,Bus8_A,Bus8_B,Bus8_C,Bus9_A,Bus9_B,Bus9_C
0,-23.96033,-46.03088,69.99121,-23.71982,-45.21712,68.93694,-25.94525,-43.64657,69.59183,-28.58182,-35.10596,63.68778,-32.23064,-27.72269,59.95334,-42.053,-115.8123,157.8653,-40.23808,-13.32155,53.55962
0.0001001001,1.119689,-92.03053,90.91085,-2.312252,-84.65002,86.96228,-13.75824,-65.41827,79.17651,-20.59247,-50.04308,70.63554,-18.65281,-52.24134,70.89415,-37.17703,-110.4541,147.6311,-37.57895,-39.53472,77.11366
0.0002002002,0.5523413,-87.09065,86.53831,-1.491637,-82.89304,84.38467,-7.376127,-75.12983,82.50596,-15.58504,-58.85206,74.4371,-18.33041,-50.61415,68.94456,-32.43332,-104.6257,137.059,-34.39669,-44.51097,78.90766
0.0003003003,0.8886899,-83.91696,83.02827,-0.3548526,-81.52837,81.88322,-3.655555,-79.18481,82.84036,-11.89274,-64.26055,76.15329,-17.42282,-50.24431,67.66713,-27.85187,-98.37666,126.2285,-31.56675,-33.26672,64.83347
0.0004004004,1.840481,-81.91309,80.0726,1.047724,-80.5513,79.50357,-1.116425,-80.64047,81.7569,-8.953818,-67.5134,76.46722,-16.12012,-50.63452,66.75464,-23.4725,-92.77029,116.2428,-28.90435,-48.82259,77.72694
0.0005005005,3.211755,-80.72375,77.51199,2.666277,-79.95076,77.28448,0.9407028,-80.97651,80.0358,-6.45568,-69.48135,75.93703,-14.55259,-51.49052,66.04311,-19.31024,-88.45891,107.7691,-26.10135,-52.56368,78.66503
0.0006006006,4.874367,-80.01384,75.13947,4.458035,-79.54185,75.08382,2.842271,-80.88064,78.03837,-4.198958,-70.68053,74.87949,-12.80461,-52.61353,65.41814,-15.36864,-85.12522,100.4939,-23.54737,-44.00216,67.54952
0.0007007007,6.742351,-79.63489,72.89254,6.38649,-79.3105,72.92401,4.734333,-80.65751,75.92318,-2.059865,-71.40914,73.46901,-10.93149,-53.86711,64.79861,-11.6446,-82.67624,94.32083,-21.1128,-53.8678,74.9806
0.0008008008,8.757793,-79.51668,70.75889,8.423146,-79.26593,70.84278,6.67638,-80.45242,73.77605,0.03488977,-71.91103,71.87614,-8.970041,-55.18335,64.15339,-8.123114,-80.91338,89.0365,-18.5566,-57.4046,75.9612
0.0009009009,10.87978,-79.53348,68.6537,10.54421,-79.29271,68.7485,8.687128,-80.31448,71.62735,2.126301,-72.30161,70.1753,-6.945164,-56.51175,63.45691,-4.787666,-79.30495,84.09261,-16.139,-51.38304,67.52204
0.001001001,13.07788,-79.6408,66.56292,12.729,-79.38238,66.65338,10.76642,-80.24565,69.47923,4.234209,-72.62006,68.38585,-4.874421,-57.81158,62.686,-1.623804,-77.78206,79.40587,-13.80152,-57.62756,71.42908
0.001101101,15.32982,-79.83098,64.50116,14.96125,-79.55209,64.59084,12.90606,-80.24474,67.33868,6.366041,-72.92529,66.55925,-2.770558,-59.06945,61.84001,1.385803,-76.41373,75.02793,-11.36982,-60.70571,72.07554
0.001201201,17.61847,-80.04303,62.42456,17.22727,-79.72935,62.50209,15.09512,-80.29781,65.20268,8.522573,-73.23132,64.70874,-0.6430064,-60.27309,60.9161,4.256116,-75.05062,70.79451,-9.017715,-56.50981,65.52753
0.001301301,19.92981,-80.2579,60.32809,19.51475,-79.90679,60.39204,17.32209,-80.38309,63.061,10.7004,-73.52174,62.82133,1.50081,-61.4082,59.90739,6.998204,-73.77022,66.77201,-6.72728,-60.43107,67.15836
0.001401401,22.25288,-80.48148,58.2286,21.8139,-80.10178,58.28788,19.57598,-80.48902,60.91304,12.89419,-73.81013,60.91594,3.654849,-62.47414,58.81929,9.623823,-72.67905,63.05523,-4.373352,-63.03186,67.40521
0.001501502,24.5787,-80.67966,56.10096,24.11633,-80.26845,56.15211,21.84685,-80.60218,58.75534,15.09819,-74.09282,58.99463,5.814132,-63.46896,57.65483,12.14296,-71.66238,59.51942,-2.07008,-60.23943,62.30951
0.001601602,26.89936,-80.84145,53.94208,26.4143,-80.4001,53.9858,24.12575,-80.70613,56.58038,17.30633,-74.34926,57.04292,7.974301,-64.38658,56.41228,14.56274,-70.71994,56.1572,0.180459,-62.72834,62.54789
0.001701702,29.20838,-80.97482,51.76645,28.70147,-80.51192,51.81045,26.40474,-80.79254,54.38781,19.51273,-74.5829,55.07017,10.13145,-65.22887,55.09742,16.89076,-69.89257,53.00182,2.467488,-64.87756,62.41007
0.001801802,31.50019,-81.05979,49.55961,30.97234,-80.57528,49.60294,28.67683,-80.8531,52.17627,21.7121,-74.7899,53.0778,12.2821,-65.99653,53.71444,19.13353,-69.08534,49.95182,4.717929,-63.06479,58.34686
0.001901902,33.76966,-81.08884,47.31919,33.22167,-80.58421,47.36254,30.93582,-80.87719,49.94137,23.89945,-74.95464,51.05518,14.423,-66.68655,52.26355,21.29553,-68.28761,46.99208,6.920533,-64.58949,57.66896
